epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,81.1731,1.01324,1.70718,1.18756,0.6877,0.6,0.63836,0.37883,1.37411,1.84542,1.66628,0.000650794,0.000650794,0.000650794
