epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,102.067,1.45331,4.15162,1.27326,0.01494,0.34553,0.03866,0.02519,1.12089,4.23551,1.03058,0.0001538,0.0001538,0.0001538
